,media global,cluster 0,cluster 1,cluster 2
SoTA/90,4.455220506342677,4.655922591586989,5.100025456059731,3.6362434970291835
Save%,67.57080291970802,67.49545454545455,63.02826086956522,72.08723404255319
CS%,22.488321167883214,18.438636363636363,13.254347826086958,35.317021276595746
PKatt/90,0.15470483365116763,0.12953344210213463,0.22426314256509225,0.11019119573876171
Fld/90,0.12967162498006604,0.21035701521498787,0.09850483257379912,0.08464003520031536
