league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,Playing Time_Mn/MP,Playing Time_Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,entrena,confianza,cluster,dist_centroide
ITA-Serie A,2324,Napoli,Pierluigi Gollini,ITA,GK,28.0,1995.0,7.0,7.0,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.14,0.0,0.0,,0.0,0.0,90.0,18.4,7,90.0,7,0,,22,1.43,6.0,8.0,-2.0,-0.29,-0.58,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,,0.0,8.0,1.14,24.0,16.0,66.7,3.0,1.0,3.0,1.0,14.3,0.0,0.0,0.0,0.0,,False,baja,0,2.4752719935792737
ITA-Serie A,2324,Roma,Mile Svilar,SRB,GK,23.0,1999.0,15.0,15.0,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,39.5,15,90.0,15,0,,23,1.67,24.0,19.0,5.0,0.33,-0.28,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,,0.0,19.0,1.27,77.0,59.0,75.3,7.0,4.0,4.0,5.0,33.3,2.0,1.0,1.0,0.0,50.0,True,alta,0,2.1325192959110875
ITA-Serie A,2324,Roma,Rui Patrício,POR,GK,35.0,1988.0,23.0,23.0,2070.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,60.5,23,90.0,23,0,,15,1.65,41.0,27.0,14.0,0.61,0.28,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,27.0,1.17,76.0,49.0,64.5,11.0,5.0,7.0,6.0,26.1,3.0,2.0,0.0,1.0,0.0,True,alta,2,1.7415919096858457
ITA-Serie A,2324,Salernitana,Benoît Costil,FRA,GK,36.0,1987.0,13.0,13.0,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,34.2,13,90.0,13,0,,25,0.69,13.0,29.0,-16.0,-1.23,0.09,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,0.0,29.0,2.23,68.0,39.0,57.4,2.0,3.0,8.0,1.0,7.7,3.0,3.0,0.0,0.0,0.0,False,baja,1,1.7141508566745638
ITA-Serie A,2324,Salernitana,Guillermo Ochoa,MEX,GK,38.0,1985.0,21.0,21.0,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,55.3,21,90.0,21,0,,4,0.29,13.0,44.0,-31.0,-1.48,-0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,44.0,2.1,112.0,74.0,60.7,0.0,6.0,15.0,1.0,4.8,7.0,7.0,0.0,0.0,0.0,True,alta,1,2.592030812678553
ITA-Serie A,2324,Sassuolo,Andrea Consigli,ITA,GK,36.0,1987.0,35.0,35.0,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,92.1,35,90.0,35,0,,0,0.74,36.0,68.0,-32.0,-0.91,-0.91,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,0.0,68.0,1.94,163.0,95.0,58.3,6.0,8.0,21.0,2.0,5.7,10.0,7.0,1.0,2.0,12.5,True,alta,1,1.9392512562298798
ITA-Serie A,2324,Torino,Vanja Milinković-Savić,SRB,GK,26.0,1997.0,36.0,36.0,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,94.7,36,90.0,36,0,,1,1.47,36.0,31.0,5.0,0.14,2.64,0.0,0.0,2.0,0.0,0.0,1.0,0.0,,,0.0,31.0,0.86,134.0,103.0,76.9,13.0,14.0,9.0,17.0,47.2,6.0,6.0,0.0,0.0,0.0,True,alta,2,1.5451805595897172
ITA-Serie A,2324,Udinese,Maduka Okoye,NGA,GK,23.0,1999.0,21.0,21.0,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,55.3,21,90.0,21,0,,16,1.1,22.0,25.0,-3.0,-0.14,0.62,0.0,1.0,4.0,0.0,0.0,1.0,0.0,,,0.0,25.0,1.19,90.0,65.0,72.2,5.0,8.0,8.0,4.0,19.0,3.0,3.0,0.0,0.0,0.0,True,alta,0,0.9409670238707994
ITA-Serie A,2324,Udinese,Marco Silvestri,ITA,GK,32.0,1991.0,17.0,17.0,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,44.7,17,90.0,17,0,,16,0.82,15.0,28.0,-13.0,-0.76,-0.62,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,28.0,1.65,69.0,41.0,59.4,1.0,11.0,5.0,4.0,23.5,6.0,6.0,0.0,0.0,0.0,True,alta,1,2.369839990900367
GER-Bundesliga,2324,Augsburg,Finn Dahmen,GER,GK,25.0,1998.0,31.0,31.0,2790.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,91.2,31,90.0,31,0,,0,1.26,48.0,52.0,-4.0,-0.13,1.87,0.0,2.0,4.0,0.0,0.0,0.0,0.0,,,1.0,52.0,1.68,160.0,108.0,67.5,10.0,9.0,12.0,3.0,9.7,10.0,7.0,2.0,1.0,22.2,True,alta,1,1.5390376912485269
GER-Bundesliga,2324,Bayern Munich,Manuel Neuer,GER,GK,37.0,1986.0,23.0,23.0,2053.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,89.0,67.1,23,89.0,22,0,,0,2.13,64.0,33.0,31.0,1.36,-0.25,0.0,1.0,2.0,0.0,0.0,0.0,1.0,,,0.0,33.0,1.45,92.0,59.0,64.1,16.0,1.0,6.0,6.0,26.1,3.0,2.0,1.0,0.0,33.3,True,alta,2,1.677754178128491
GER-Bundesliga,2324,Bayern Munich,Sven Ulreich,GER,GK,34.0,1988.0,11.0,11.0,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,32.4,11,90.0,11,0,,21,2.09,30.0,12.0,18.0,1.64,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,12.0,1.09,31.0,19.0,61.3,7.0,2.0,2.0,4.0,36.4,1.0,1.0,0.0,0.0,0.0,False,baja,2,2.873043104349867
GER-Bundesliga,2324,Bochum,Manuel Riemann,GER,GK,34.0,1988.0,33.0,33.0,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,97.1,33,90.0,33,0,,0,1.0,41.0,70.0,-29.0,-0.88,2.12,0.0,2.0,4.0,0.0,1.0,1.0,1.0,,,0.0,70.0,2.12,185.0,115.0,62.2,7.0,12.0,14.0,4.0,12.1,11.0,9.0,2.0,0.0,18.2,True,alta,1,1.6055084986297166
GER-Bundesliga,2324,Darmstadt 98,Marcel Schuhen,GER,GK,30.0,1993.0,31.0,31.0,2790.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,91.2,31,90.0,31,0,,2,0.52,29.0,76.0,-47.0,-1.52,1.48,0.0,0.0,8.0,0.0,1.0,1.0,0.0,,,0.0,76.0,2.45,199.0,123.0,61.8,3.0,7.0,21.0,3.0,9.7,2.0,1.0,1.0,0.0,50.0,True,alta,0,2.6318378148601695
GER-Bundesliga,2324,Dortmund,Alexander Meyer,GER,GK,32.0,1991.0,8.0,7.0,695.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,87.0,22.7,7,90.0,7,1,65.0,26,1.75,15.0,9.0,6.0,0.78,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,9.0,1.17,28.0,19.0,67.9,4.0,1.0,2.0,3.0,42.9,0.0,0.0,0.0,0.0,,False,baja,2,2.694162298441083
GER-Bundesliga,2324,Dortmund,Gregor Kobel,SUI,GK,25.0,1997.0,27.0,27.0,2365.0,26.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,88.0,77.3,27,88.0,26,0,,0,1.85,53.0,34.0,19.0,0.72,-0.05,0.0,2.0,3.0,0.0,0.0,0.0,0.0,,,0.0,34.0,1.29,118.0,84.0,71.2,14.0,8.0,5.0,7.0,25.9,6.0,5.0,1.0,0.0,16.7,True,alta,2,1.6314823667106066
GER-Bundesliga,2324,Frankfurt,Kevin Trapp,GER,GK,33.0,1990.0,32.0,32.0,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,94.1,32,90.0,32,0,,0,1.34,47.0,48.0,-1.0,-0.03,-1.03,0.0,0.0,6.0,0.0,0.0,1.0,0.0,,,0.0,48.0,1.5,135.0,87.0,64.4,10.0,13.0,9.0,7.0,21.9,11.0,9.0,2.0,0.0,18.2,True,alta,1,2.199993251453565
GER-Bundesliga,2324,Freiburg,Noah Atubolu,GER,GK,21.0,2002.0,34.0,34.0,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,100.0,34,90.0,34,0,,0,1.24,45.0,58.0,-13.0,-0.38,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,0.0,58.0,1.71,159.0,101.0,63.5,11.0,9.0,14.0,9.0,26.5,5.0,3.0,2.0,0.0,40.0,True,alta,1,1.4754438631179663
GER-Bundesliga,2324,Gladbach,Jonas Omlin,SUI,GK,29.0,1994.0,7.0,7.0,630.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14,0.14,0.0,0.14,7.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,20.6,7,90.0,7,0,,1,0.71,9.0,18.0,-9.0,-1.29,-1.21,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,0.0,18.0,2.57,47.0,29.0,61.7,1.0,2.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,False,baja,1,3.792582078269863
GER-Bundesliga,2324,Gladbach,Moritz Nicolas,GER,GK,25.0,1997.0,27.0,27.0,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,79.4,27,90.0,27,0,,7,1.07,47.0,49.0,-2.0,-0.07,1.21,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,,0.0,49.0,1.81,159.0,113.0,69.2,6.0,11.0,10.0,4.0,14.8,4.0,4.0,0.0,0.0,0.0,True,alta,1,1.501449584040118
GER-Bundesliga,2324,Heidenheim,Kevin Müller,GER,GK,32.0,1991.0,34.0,34.0,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,100.0,34,90.0,34,0,,0,1.24,50.0,55.0,-5.0,-0.15,,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,,0.0,55.0,1.62,178.0,123.0,69.1,10.0,12.0,12.0,5.0,14.7,10.0,7.0,1.0,2.0,12.5,True,alta,1,1.3909775818216485
GER-Bundesliga,2324,Hoffenheim,Oliver Baumann,GER,GK,33.0,1990.0,34.0,34.0,3060.0,34.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03,0.03,0.0,0.03,34.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,100.0,34,90.0,34,0,,0,1.35,66.0,66.0,0.0,0.0,,0.0,1.0,6.0,0.0,0.0,0.0,0.0,,,0.0,66.0,1.94,209.0,143.0,68.4,13.0,7.0,14.0,1.0,2.9,5.0,2.0,3.0,0.0,60.0,True,alta,1,2.5266821916605733
GER-Bundesliga,2324,Köln,Marvin Schwäbe,GER,GK,28.0,1995.0,34.0,34.0,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,100.0,34,90.0,34,0,,0,0.79,28.0,60.0,-32.0,-0.94,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,60.0,1.76,169.0,109.0,64.5,5.0,12.0,17.0,3.0,8.8,3.0,3.0,0.0,0.0,0.0,True,alta,1,1.9946493042191802
GER-Bundesliga,2324,Leverkusen,Lukáš Hrádecký,FIN,GK,33.0,1989.0,33.0,33.0,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,97.1,33,90.0,33,0,,1,2.7,89.0,24.0,65.0,1.97,1.97,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,24.0,0.73,102.0,78.0,76.5,28.0,5.0,0.0,15.0,45.5,0.0,0.0,0.0,0.0,,True,alta,2,2.6713045400041704
GER-Bundesliga,2324,Mainz 05,Robin Zentner,GER,GK,28.0,1994.0,30.0,30.0,2700.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,1.0,0.0,0.0,0.03,0.0,0.0,,0.0,0.0,90.0,88.2,30,90.0,30,0,,0,1.1,38.0,48.0,-10.0,-0.33,0.17,0.0,1.0,5.0,0.0,0.0,0.0,2.0,,,0.0,48.0,1.6,130.0,82.0,63.1,7.0,12.0,11.0,7.0,23.3,4.0,3.0,0.0,1.0,0.0,True,alta,0,1.208370464367741
GER-Bundesliga,2324,RB Leipzig,Janis Blaswich,GER,GK,32.0,1991.0,21.0,21.0,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,61.8,21,90.0,21,0,,13,1.62,45.0,30.0,15.0,0.71,-1.05,0.0,0.0,2.0,0.0,0.0,0.0,1.0,,,0.0,30.0,1.43,77.0,47.0,61.0,10.0,4.0,7.0,5.0,23.8,4.0,4.0,0.0,0.0,0.0,True,alta,1,1.9670597805487904
GER-Bundesliga,2324,RB Leipzig,Péter Gulácsi,HUN,GK,33.0,1990.0,13.0,13.0,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,38.2,13,90.0,13,0,,16,2.38,32.0,9.0,23.0,1.77,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,9.0,0.69,42.0,33.0,78.6,9.0,4.0,0.0,5.0,38.5,1.0,0.0,0.0,1.0,,False,baja,2,2.335419879716063
GER-Bundesliga,2324,Stuttgart,Alexander Nübel,GER,GK,26.0,1996.0,30.0,30.0,2700.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,88.2,30,90.0,30,0,,0,2.1,69.0,36.0,33.0,1.1,-0.4,0.0,0.0,4.0,0.0,0.0,0.0,2.0,,,1.0,36.0,1.2,108.0,74.0,66.7,20.0,3.0,7.0,9.0,30.0,3.0,3.0,0.0,0.0,0.0,True,alta,2,1.3521287230411556
GER-Bundesliga,2324,Union Berlin,Frederik Rønnow,DEN,GK,30.0,1992.0,33.0,33.0,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,3.0,0.0,0.0,0.09,0.0,0.0,,0.0,0.0,90.0,97.1,33,90.0,33,0,,0,1.0,33.0,56.0,-23.0,-0.7,1.3,0.0,0.0,4.0,0.0,0.0,1.0,1.0,,,0.0,56.0,1.7,162.0,106.0,65.4,9.0,6.0,18.0,7.0,21.2,7.0,5.0,2.0,0.0,28.6,True,alta,1,0.8472876164711082
GER-Bundesliga,2324,Werder Bremen,Jiří Pavlenka,CZE,GK,31.0,1992.0,7.0,7.0,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,20.6,7,90.0,7,0,,17,0.86,12.0,17.0,-5.0,-0.71,-0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,17.0,2.43,39.0,22.0,56.4,2.0,0.0,5.0,1.0,14.3,2.0,2.0,0.0,0.0,0.0,False,baja,1,2.516155884386911
GER-Bundesliga,2324,Werder Bremen,Michael Zetterer,GER,GK,28.0,1995.0,27.0,27.0,2430.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,1.0,0.0,0.0,0.04,0.0,0.0,,0.0,0.0,90.0,79.4,27,90.0,27,0,,7,1.33,36.0,37.0,-1.0,-0.04,0.68,0.0,0.0,7.0,1.0,0.0,0.0,1.0,,,0.0,37.0,1.37,130.0,93.0,71.5,9.0,9.0,9.0,5.0,18.5,4.0,4.0,0.0,0.0,0.0,True,alta,0,0.9456508109993447
GER-Bundesliga,2324,Wolfsburg,Koen Casteels,BEL,GK,31.0,1992.0,25.0,25.0,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,73.5,25,90.0,25,0,,0,1.2,31.0,39.0,-8.0,-0.32,0.46,0.0,1.0,3.0,0.0,0.0,0.0,0.0,,,0.0,39.0,1.56,117.0,78.0,66.7,8.0,6.0,11.0,3.0,12.0,3.0,2.0,0.0,1.0,0.0,True,alta,0,1.1892408667442695
GER-Bundesliga,2324,Wolfsburg,Pavao Pervan,AUT,GK,35.0,1987.0,9.0,9.0,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,90.0,26.5,9,90.0,9,0,,25,0.78,10.0,17.0,-7.0,-0.78,-0.46,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,17.0,1.89,37.0,20.0,54.1,2.0,1.0,6.0,2.0,22.2,0.0,0.0,0.0,0.0,,False,baja,0,3.5932583222949988
