,media global,cluster 0,cluster 1,cluster 2
SoTA/90,4.228631468481724,4.723427129032105,3.396363111007246,4.3665202115794965
Save%,66.55107913669065,60.477777777777774,70.97878787878788,67.58714285714287
CS%,26.22661870503597,12.444444444444445,42.88484848484848,25.46142857142857
PKatt/90,0.15436262476215315,0.21101534857217158,0.1020204495184004,0.14990253513191282
Fld/90,0.17092594958975338,0.145627283311917,0.14459233711503108,0.19635110955643834
