league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,Playing Time_Mn/MP,Playing Time_Min%,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,entrena,confianza,cluster,perfil,dist_centroide
FRA-Ligue 1,2526,Metz,Cheikh Tidiane Sabaly,SEN,"MF,FW",26.0,1999.0,14.0,12.0,967.0,10.7,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.19,0.19,0.0,0.19,10.7,0.0,8.0,4.0,50.0,0.74,0.37,0.0,0.0,0.0,0.0,69.0,31.6,12,79.0,6,2,13.0,0,0.79,8.0,24.0,-16.0,-1.49,-0.29,0.0,14.0,16.0,5.0,14.0,3.0,13.0,,,0.0,,,,,,,,,,,,,,,,True,alta,3,Extremo de presión,3.4023126128012033
FRA-Ligue 1,2526,Metz,Gauthier Hein,FRA,"MF,FW",28.0,1996.0,29.0,26.0,2351.0,26.1,8.0,7.0,15.0,3.0,5.0,5.0,3.0,1.0,0.31,0.27,0.57,0.11,0.38,26.1,8.0,44.0,13.0,29.5,1.68,0.5,0.18,0.62,5.0,5.0,81.0,76.8,26,87.0,19,3,29.0,0,0.45,28.0,62.0,-34.0,-1.3,-0.03,1.0,15.0,17.0,4.0,147.0,9.0,10.0,,,0.0,,,,,,,,,,,,,,,,True,alta,2,Extremo centrador,1.8977003019247831
FRA-Ligue 1,2526,Metz,Giorgi Abuashvili,GEO,"MF,FW",22.0,2003.0,23.0,6.0,698.0,7.8,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.26,0.0,0.26,0.26,0.26,7.8,2.0,23.0,9.0,39.1,2.97,1.16,0.09,0.22,0.0,0.0,30.0,22.8,6,64.0,0,17,19.0,9,0.52,8.0,20.0,-12.0,-1.55,-0.33,0.0,8.0,11.0,1.0,38.0,5.0,8.0,,,0.0,,,,,,,,,,,,,,,,False,baja,4,Extremo regateador,2.857593500259236
FRA-Ligue 1,2526,Metz,Giorgi Kvilitaia,GEO,FW,31.0,1993.0,10.0,5.0,495.0,5.5,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.36,0.0,0.36,0.36,0.36,5.5,2.0,12.0,7.0,58.3,2.18,1.27,0.17,0.29,0.0,0.0,50.0,16.2,5,73.0,1,5,26.0,3,0.3,6.0,14.0,-8.0,-1.45,-0.19,0.0,11.0,6.0,2.0,0.0,0.0,6.0,,,0.0,,,,,,,,,,,,,,,,False,baja,1,Nueve de choque,3.4559706531779066
FRA-Ligue 1,2526,Metz,Habib Diallo,SEN,FW,30.0,1995.0,25.0,21.0,1909.0,21.2,4.0,1.0,5.0,4.0,0.0,1.0,0.0,0.0,0.19,0.05,0.24,0.19,0.24,21.2,4.0,38.0,12.0,31.6,1.79,0.57,0.11,0.33,0.0,1.0,76.0,62.4,21,86.0,16,4,26.0,1,0.56,17.0,49.0,-32.0,-1.51,-0.57,0.0,27.0,29.0,11.0,4.0,2.0,5.0,,,0.0,,,,,,,,,,,,,,,,True,alta,1,Nueve de choque,1.6520977239031653
FRA-Ligue 1,2526,Metz,Ibou Sané,SEN,"FW,MF",20.0,2005.0,16.0,5.0,541.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.17,0.17,0.33,0.17,0.33,6.0,1.0,6.0,3.0,50.0,1.0,0.5,0.17,0.33,0.0,0.0,34.0,17.7,5,76.0,0,11,14.0,4,0.75,8.0,11.0,-3.0,-0.5,0.97,0.0,9.0,15.0,3.0,14.0,1.0,3.0,,,0.0,,,,,,,,,,,,,,,,False,baja,1,Nueve de choque,3.3271139741606706
FRA-Ligue 1,2526,Monaco,Ansu Fati,ESP,"MF,FW",22.0,2002.0,25.0,10.0,1093.0,12.1,11.0,0.0,11.0,8.0,3.0,4.0,1.0,0.0,0.91,0.0,0.91,0.66,0.66,12.1,11.0,43.0,24.0,55.8,3.54,1.98,0.26,0.46,3.0,4.0,44.0,35.7,10,71.0,2,15,26.0,1,1.64,27.0,23.0,4.0,0.33,0.24,0.0,9.0,6.0,3.0,8.0,2.0,9.0,,,0.0,,,,,,,,,,,,,,,,True,alta,0,Nueve goleador,2.9753811399791217
FRA-Ligue 1,2526,Monaco,Folarin Balogun,USA,FW,24.0,2001.0,30.0,26.0,2230.0,24.8,13.0,4.0,17.0,10.0,3.0,3.0,4.0,1.0,0.52,0.16,0.69,0.4,0.57,24.8,13.0,77.0,32.0,41.6,3.11,1.29,0.17,0.41,3.0,3.0,74.0,72.9,26,79.0,8,4,41.0,1,1.6,43.0,36.0,7.0,0.28,0.39,0.0,44.0,37.0,17.0,14.0,4.0,6.0,,,0.0,,,,,,,,,,,,,,,,True,alta,0,Nueve goleador,1.64128369912187
FRA-Ligue 1,2526,Monaco,Maghnes Akliouche,FRA,"MF,FW",23.0,2002.0,31.0,28.0,2400.0,26.7,6.0,6.0,12.0,6.0,0.0,0.0,3.0,0.0,0.23,0.23,0.45,0.23,0.45,26.7,6.0,48.0,19.0,39.6,1.8,0.71,0.13,0.32,0.0,0.0,77.0,78.4,28,82.0,16,3,33.0,1,1.55,48.0,38.0,10.0,0.37,0.92,0.0,29.0,36.0,9.0,53.0,18.0,26.0,,,0.0,,,,,,,,,,,,,,,,True,alta,4,Extremo regateador,1.541009536388187
FRA-Ligue 1,2526,Monaco,Mika Biereth,DEN,FW,22.0,2003.0,32.0,12.0,1074.0,11.9,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.17,0.17,0.34,0.17,0.34,11.9,2.0,19.0,7.0,36.8,1.59,0.59,0.11,0.29,0.0,0.0,34.0,35.1,12,67.0,1,20,13.0,2,1.56,19.0,23.0,-4.0,-0.34,-0.79,0.0,16.0,14.0,9.0,9.0,0.0,7.0,,,0.0,,,,,,,,,,,,,,,,True,alta,1,Nueve de choque,2.461423093526518
FRA-Ligue 1,2526,Monaco,Simon Adingra,CIV,"MF,FW",23.0,2002.0,14.0,10.0,855.0,9.5,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.32,0.21,0.53,0.32,0.53,9.5,3.0,22.0,6.0,27.3,2.32,0.63,0.14,0.5,0.0,0.0,61.0,27.9,10,75.0,2,4,27.0,0,1.93,19.0,15.0,4.0,0.42,0.34,0.0,7.0,8.0,2.0,29.0,6.0,9.0,,,0.0,,,,,,,,,,,,,,,,False,baja,4,Extremo regateador,2.3816192180152873
FRA-Ligue 1,2526,Nantes,Bahereba Guirassy,FRA,"FW,MF",18.0,2006.0,20.0,9.0,821.0,9.1,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.22,0.11,0.33,0.22,0.33,9.1,2.0,15.0,7.0,46.7,1.64,0.77,0.13,0.29,0.0,0.0,41.0,27.6,9,65.0,0,11,21.0,8,0.85,9.0,11.0,-2.0,-0.22,0.66,0.0,15.0,9.0,3.0,24.0,5.0,13.0,,,0.0,,,,,,,,,,,,,,,,False,baja,3,Extremo de presión,2.311403148812957
FRA-Ligue 1,2526,Nantes,Ignatius Ganago,CMR,FW,26.0,1999.0,13.0,10.0,839.0,9.3,3.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,0.32,0.11,0.43,0.21,0.32,9.3,3.0,23.0,7.0,30.4,2.47,0.75,0.13,0.43,1.0,1.0,65.0,28.2,10,76.0,3,3,26.0,1,0.71,9.0,7.0,2.0,0.21,1.27,0.0,11.0,13.0,3.0,9.0,2.0,3.0,,,0.0,,,,,,,,,,,,,,,,False,baja,1,Nueve de choque,1.8276954676030197
FRA-Ligue 1,2526,Nantes,Matthis Abline,FRA,"FW,MF",22.0,2003.0,32.0,27.0,2494.0,27.7,6.0,4.0,10.0,6.0,0.0,1.0,6.0,0.0,0.22,0.14,0.36,0.22,0.36,27.7,6.0,84.0,22.0,26.2,3.03,0.79,0.07,0.27,0.0,1.0,78.0,84.0,27,88.0,19,5,26.0,0,0.64,25.0,49.0,-24.0,-0.87,-1.06,0.0,32.0,42.0,5.0,62.0,9.0,13.0,,,0.0,,,,,,,,,,,,,,,,True,alta,4,Extremo regateador,1.9358643757003795
FRA-Ligue 1,2526,Nantes,Mostafa Mohamed,EGY,FW,27.0,1997.0,24.0,13.0,1152.0,12.8,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.31,0.0,0.31,0.31,0.31,12.8,4.0,35.0,8.0,22.9,2.73,0.62,0.11,0.5,0.0,0.0,48.0,38.8,13,74.0,2,11,17.0,8,0.5,7.0,24.0,-17.0,-1.33,-1.03,0.0,18.0,27.0,4.0,9.0,7.0,7.0,,,0.0,,,,,,,,,,,,,,,,True,alta,1,Nueve de choque,2.9035676698375372
FRA-Ligue 1,2526,Nantes,Rémy Cabella,FRA,"MF,FW",35.0,1990.0,11.0,6.0,572.0,6.4,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.31,0.0,0.31,0.16,0.16,6.4,2.0,9.0,5.0,55.6,1.42,0.79,0.22,0.4,1.0,1.0,52.0,19.3,6,82.0,4,5,16.0,4,0.67,8.0,14.0,-6.0,-0.94,-0.31,0.0,7.0,11.0,2.0,37.0,6.0,7.0,,,0.0,,,,,,,,,,,,,,,,False,baja,3,Extremo de presión,3.3610360366596512
FRA-Ligue 1,2526,Nantes,Yassine Benhattab,FRA,"MF,FW",22.0,2002.0,10.0,5.0,477.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.0,4.0,1.0,25.0,0.75,0.19,0.0,0.0,0.0,0.0,48.0,16.1,5,67.0,0,5,28.0,4,0.6,3.0,9.0,-6.0,-1.13,-0.52,0.0,3.0,3.0,1.0,25.0,0.0,6.0,,,0.0,,,,,,,,,,,,,,,,False,baja,2,Extremo centrador,4.420389351549563
FRA-Ligue 1,2526,Nantes,Youssef El-Arabi,MAR,FW,38.0,1987.0,25.0,11.0,941.0,10.5,3.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.29,0.0,0.29,0.29,0.29,10.5,3.0,15.0,9.0,60.0,1.43,0.86,0.2,0.33,0.0,1.0,38.0,31.7,11,69.0,1,14,13.0,9,0.56,12.0,14.0,-2.0,-0.19,0.74,0.0,22.0,23.0,10.0,2.0,4.0,9.0,,,0.0,,,,,,,,,,,,,,,,True,alta,1,Nueve de choque,3.387483891110612
FRA-Ligue 1,2526,Nice,Elye Wahi,CIV,FW,22.0,2003.0,14.0,11.0,922.0,10.2,5.0,1.0,6.0,4.0,1.0,1.0,5.0,0.0,0.49,0.1,0.59,0.39,0.49,10.2,5.0,23.0,15.0,65.2,2.25,1.46,0.22,0.33,1.0,1.0,66.0,30.1,11,76.0,2,3,30.0,0,0.93,11.0,15.0,-4.0,-0.39,0.41,0.0,21.0,5.0,20.0,9.0,2.0,4.0,,,0.0,,,,,,,,,,,,,,,,True,alta,0,Nueve goleador,3.7833980433169114
FRA-Ligue 1,2526,Nice,Isak Jansson,SWE,"FW,MF",23.0,2002.0,22.0,7.0,644.0,7.2,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.14,0.0,0.14,0.14,0.14,7.2,1.0,17.0,11.0,64.7,2.38,1.54,0.06,0.09,0.0,0.0,29.0,21.0,7,57.0,0,15,16.0,4,0.73,5.0,12.0,-7.0,-0.98,-0.38,0.0,10.0,8.0,0.0,16.0,5.0,8.0,,,0.0,,,,,,,,,,,,,,,,False,baja,3,Extremo de presión,4.209481254392235
FRA-Ligue 1,2526,Nice,Jeremie Boga,CIV,"MF,FW",28.0,1997.0,14.0,7.0,646.0,7.2,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.28,0.28,0.56,0.28,0.56,7.2,2.0,15.0,5.0,33.3,2.09,0.7,0.13,0.4,0.0,0.0,46.0,21.1,7,74.0,1,7,18.0,0,1.21,11.0,14.0,-3.0,-0.42,0.33,0.0,2.0,11.0,0.0,12.0,3.0,5.0,,,0.0,,,,,,,,,,,,,,,,False,baja,2,Extremo centrador,2.8089384539624693
FRA-Ligue 1,2526,Nice,Kaïl Boudache,FRA,"MF,FW",19.0,2006.0,13.0,3.0,531.0,5.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.17,0.0,0.17,0.17,0.17,5.9,1.0,13.0,2.0,15.4,2.2,0.34,0.08,0.5,0.0,0.0,41.0,17.4,3,59.0,0,10,35.0,2,0.77,5.0,9.0,-4.0,-0.68,0.0,0.0,5.0,4.0,0.0,8.0,6.0,9.0,,,0.0,,,,,,,,,,,,,,,,False,baja,3,Extremo de presión,3.336394612358885
FRA-Ligue 1,2526,Nice,Kevin Carlos,ESP,FW,24.0,2001.0,23.0,9.0,880.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.0,22.0,7.0,31.8,2.25,0.72,0.0,0.0,0.0,0.0,38.0,28.8,9,66.0,2,14,20.0,6,0.91,13.0,16.0,-3.0,-0.31,0.52,0.0,29.0,16.0,5.0,3.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,False,baja,1,Nueve de choque,3.3879218779807787
FRA-Ligue 1,2526,Nice,Mohamed Ali Cho,FRA,"FW,MF",21.0,2004.0,24.0,20.0,1667.0,18.5,4.0,3.0,7.0,4.0,0.0,0.0,1.0,0.0,0.22,0.16,0.38,0.22,0.38,18.5,4.0,32.0,14.0,43.8,1.73,0.76,0.13,0.29,0.0,0.0,69.0,54.5,20,76.0,4,4,37.0,0,0.67,21.0,35.0,-14.0,-0.76,-0.17,0.0,14.0,32.0,5.0,39.0,4.0,9.0,,,0.0,,,,,,,,,,,,,,,,True,alta,2,Extremo centrador,1.5219972140968403
FRA-Ligue 1,2526,Nice,Sofiane Diop,MAR,"MF,FW",25.0,2000.0,33.0,26.0,2130.0,23.7,8.0,2.0,10.0,6.0,2.0,2.0,5.0,0.0,0.34,0.08,0.42,0.25,0.34,23.7,8.0,54.0,17.0,31.5,2.28,0.72,0.15,0.47,2.0,2.0,65.0,69.6,26,75.0,5,7,27.0,0,0.97,29.0,43.0,-14.0,-0.59,0.28,0.0,22.0,46.0,7.0,37.0,18.0,9.0,,,0.0,,,,,,,,,,,,,,,,True,alta,4,Extremo regateador,2.0619847848844626
FRA-Ligue 1,2526,Nice,Terem Moffi,NGA,FW,26.0,1999.0,10.0,6.0,488.0,5.4,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37,0.37,0.37,5.4,2.0,16.0,8.0,50.0,2.95,1.48,0.13,0.25,0.0,0.0,49.0,15.9,6,68.0,1,4,21.0,0,0.8,6.0,11.0,-5.0,-0.92,-0.29,0.0,2.0,2.0,7.0,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,False,baja,0,Nueve goleador,3.812738087521
FRA-Ligue 1,2526,PSG,Bradley Barcola,FRA,FW,22.0,2002.0,29.0,21.0,1743.0,19.4,11.0,1.0,12.0,11.0,0.0,0.0,2.0,0.0,0.57,0.05,0.62,0.57,0.62,19.4,11.0,66.0,30.0,45.5,3.41,1.55,0.17,0.37,0.0,0.0,60.0,57.0,21,72.0,6,8,30.0,2,2.31,41.0,15.0,26.0,1.34,0.04,0.0,20.0,10.0,6.0,26.0,12.0,16.0,,,0.0,,,,,,,,,,,,,,,,True,alta,0,Nueve goleador,2.772623386075467
FRA-Ligue 1,2526,PSG,Désiré Doué,FRA,"FW,MF",20.0,2005.0,23.0,16.0,1348.0,15.0,7.0,4.0,11.0,7.0,0.0,1.0,0.0,0.0,0.47,0.27,0.73,0.47,0.73,15.0,7.0,55.0,19.0,34.5,3.67,1.27,0.13,0.37,0.0,1.0,59.0,44.1,16,69.0,2,7,34.0,2,2.35,34.0,14.0,20.0,1.34,0.02,0.0,24.0,28.0,0.0,56.0,12.0,20.0,,,0.0,,,,,,,,,,,,,,,,True,alta,4,Extremo regateador,2.9192390214557484
FRA-Ligue 1,2526,PSG,Gonçalo Ramos,POR,FW,24.0,2001.0,30.0,13.0,1318.0,14.6,6.0,1.0,7.0,5.0,1.0,2.0,4.0,1.0,0.41,0.07,0.48,0.34,0.41,14.6,6.0,58.0,25.0,43.1,3.96,1.71,0.1,0.24,1.0,2.0,44.0,43.1,13,77.0,5,17,19.0,3,2.2,31.0,13.0,18.0,1.23,-0.17,1.0,24.0,23.0,6.0,1.0,5.0,14.0,,,0.0,,,,,,,,,,,,,,,,True,alta,0,Nueve goleador,2.6212509345636357
FRA-Ligue 1,2526,PSG,Ibrahim Mbaye,SEN,"FW,MF",17.0,2008.0,24.0,10.0,1006.0,11.2,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.27,0.18,0.45,0.27,0.45,11.2,3.0,24.0,10.0,41.7,2.15,0.89,0.13,0.3,0.0,0.0,42.0,32.9,10,69.0,3,14,23.0,6,2.29,23.0,11.0,12.0,1.07,-0.37,0.0,10.0,13.0,2.0,16.0,4.0,7.0,,,0.0,,,,,,,,,,,,,,,,True,alta,2,Extremo centrador,1.499894118920623
FRA-Ligue 1,2526,PSG,Khvicha Kvaratskhelia,GEO,FW,24.0,2001.0,28.0,18.0,1479.0,16.4,8.0,4.0,12.0,7.0,1.0,1.0,1.0,0.0,0.49,0.24,0.73,0.43,0.67,16.4,8.0,65.0,29.0,44.6,3.96,1.76,0.12,0.28,1.0,1.0,53.0,48.3,18,68.0,3,10,26.0,3,2.21,31.0,11.0,20.0,1.22,-0.21,0.0,18.0,26.0,5.0,43.0,10.0,13.0,,,0.0,,,,,,,,,,,,,,,,True,alta,4,Extremo regateador,2.3905713084798674
FRA-Ligue 1,2526,PSG,Lee Kang-in,KOR,"MF,FW",24.0,2001.0,27.0,18.0,1519.0,16.9,3.0,4.0,7.0,3.0,0.0,0.0,3.0,0.0,0.18,0.24,0.41,0.18,0.41,16.9,3.0,37.0,15.0,40.5,2.19,0.89,0.08,0.2,0.0,0.0,56.0,49.6,18,71.0,6,9,27.0,2,2.11,37.0,16.0,21.0,1.24,-0.16,0.0,18.0,19.0,3.0,113.0,1.0,9.0,,,0.0,,,,,,,,,,,,,,,,True,alta,2,Extremo centrador,1.8480464589636154
FRA-Ligue 1,2526,PSG,Ousmane Dembélé,FRA,FW,28.0,1997.0,22.0,11.0,1063.0,11.8,10.0,7.0,17.0,8.0,2.0,3.0,0.0,0.0,0.85,0.59,1.44,0.68,1.27,11.8,10.0,45.0,18.0,40.0,3.81,1.52,0.22,0.56,2.0,3.0,48.0,34.7,11,69.0,1,11,28.0,2,2.23,37.0,8.0,29.0,2.46,1.73,0.0,3.0,4.0,8.0,49.0,0.0,3.0,,,0.0,,,,,,,,,,,,,,,,True,alta,0,Nueve goleador,4.666840611645298
FRA-Ligue 1,2526,PSG,Senny Mayulu,FRA,"MF,FW",19.0,2006.0,26.0,21.0,1672.0,18.6,4.0,4.0,8.0,4.0,0.0,0.0,3.0,0.0,0.22,0.22,0.43,0.22,0.43,18.6,4.0,35.0,11.0,31.4,1.88,0.59,0.11,0.36,0.0,0.0,64.0,54.6,21,73.0,6,5,29.0,0,2.12,37.0,15.0,22.0,1.18,-0.31,0.0,24.0,20.0,1.0,27.0,12.0,31.0,,,0.0,,,,,,,,,,,,,,,,True,alta,3,Extremo de presión,2.2718056162113354
FRA-Ligue 1,2526,Paris FC,Ciro Immobile,ITA,FW,35.0,1990.0,12.0,9.0,705.0,7.8,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.26,0.26,0.51,0.26,0.51,7.8,2.0,15.0,5.0,33.3,1.91,0.64,0.13,0.4,0.0,0.0,59.0,23.0,9,73.0,0,3,17.0,0,1.58,11.0,10.0,1.0,0.13,0.28,0.0,8.0,6.0,8.0,3.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,False,baja,0,Nueve goleador,3.356614416276758
FRA-Ligue 1,2526,Paris FC,Ilan Kebbal,ALG,"MF,FW",27.0,1998.0,29.0,26.0,2222.0,24.7,9.0,4.0,13.0,6.0,3.0,4.0,7.0,0.0,0.36,0.16,0.53,0.24,0.41,24.7,9.0,49.0,20.0,40.8,1.98,0.81,0.18,0.45,3.0,4.0,77.0,72.6,26,83.0,14,3,22.0,1,1.24,34.0,38.0,-4.0,-0.16,-0.27,0.0,15.0,61.0,3.0,110.0,7.0,15.0,,,0.0,,,,,,,,,,,,,,,,True,alta,4,Extremo regateador,2.1333014500209226
FRA-Ligue 1,2526,Paris FC,Jean-Philippe Krasso,CIV,FW,28.0,1997.0,25.0,12.0,1092.0,12.1,2.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,0.16,0.16,0.33,0.08,0.25,12.1,2.0,27.0,10.0,37.0,2.23,0.82,0.07,0.2,1.0,1.0,44.0,35.7,12,70.0,1,13,19.0,0,1.12,15.0,17.0,-2.0,-0.16,-0.12,0.0,20.0,19.0,10.0,4.0,1.0,8.0,,,0.0,,,,,,,,,,,,,,,,True,alta,1,Nueve de choque,2.2019573799257013
FRA-Ligue 1,2526,Paris FC,Jonathan Ikone,FRA,"MF,FW",27.0,1998.0,23.0,13.0,1100.0,12.2,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.25,0.08,0.33,0.25,0.33,12.2,3.0,25.0,6.0,24.0,2.05,0.49,0.12,0.5,0.0,0.0,48.0,35.9,13,68.0,1,10,22.0,2,1.26,15.0,11.0,4.0,0.33,0.65,0.0,13.0,18.0,3.0,7.0,5.0,15.0,,,0.0,,,,,,,,,,,,,,,,True,alta,3,Extremo de presión,2.0382768311025945
FRA-Ligue 1,2526,Paris FC,Moses Simon,NGA,"MF,FW",30.0,1995.0,29.0,25.0,2001.0,22.2,3.0,3.0,6.0,3.0,0.0,0.0,1.0,0.0,0.13,0.13,0.27,0.13,0.27,22.2,3.0,34.0,11.0,32.4,1.53,0.49,0.09,0.27,0.0,0.0,69.0,65.4,25,75.0,1,4,33.0,2,1.28,31.0,30.0,1.0,0.04,0.38,0.0,15.0,19.0,11.0,143.0,8.0,11.0,,,0.0,,,,,,,,,,,,,,,,True,alta,2,Extremo centrador,1.5990991575260185
FRA-Ligue 1,2526,Paris FC,Willem Geubbels,FRA,FW,23.0,2001.0,24.0,12.0,1013.0,11.3,5.0,0.0,5.0,4.0,1.0,1.0,0.0,0.0,0.44,0.0,0.44,0.36,0.36,11.3,5.0,30.0,9.0,30.0,2.67,0.8,0.17,0.56,1.0,1.0,42.0,33.1,12,66.0,0,12,18.0,6,1.29,14.0,17.0,-3.0,-0.27,-0.27,0.0,19.0,3.0,10.0,9.0,6.0,2.0,,,0.0,,,,,,,,,,,,,,,,True,alta,1,Nueve de choque,3.4600868545318777
FRA-Ligue 1,2526,Rennes,Arnaud Nordin,FRA,"FW,MF",27.0,1998.0,10.0,7.0,570.0,6.3,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.16,0.32,0.47,0.16,0.47,6.3,1.0,20.0,5.0,25.0,3.16,0.79,0.05,0.2,0.0,0.0,57.0,18.6,7,71.0,0,3,24.0,0,1.9,12.0,4.0,8.0,1.26,1.23,0.0,8.0,17.0,1.0,18.0,0.0,6.0,,,0.0,,,,,,,,,,,,,,,,False,baja,4,Extremo regateador,3.420883731627865
FRA-Ligue 1,2526,Rennes,Breel Embolo,SUI,FW,28.0,1997.0,31.0,20.0,1872.0,20.8,8.0,3.0,11.0,8.0,0.0,0.0,3.0,0.0,0.38,0.14,0.53,0.38,0.53,20.8,8.0,41.0,18.0,43.9,1.97,0.87,0.2,0.44,0.0,0.0,60.0,61.2,20,81.0,9,11,22.0,0,1.77,37.0,34.0,3.0,0.14,-0.31,0.0,48.0,58.0,14.0,7.0,4.0,14.0,,,0.0,,,,,,,,,,,,,,,,True,alta,1,Nueve de choque,2.3868016004942723
FRA-Ligue 1,2526,Rennes,Esteban Lepaul,FRA,FW,25.0,2000.0,32.0,31.0,2511.0,27.9,20.0,5.0,25.0,17.0,3.0,4.0,3.0,0.0,0.72,0.18,0.9,0.61,0.79,27.9,20.0,84.0,37.0,44.0,3.01,1.33,0.24,0.54,3.0,4.0,78.0,82.1,31,80.0,11,1,29.0,0,1.75,49.0,38.0,11.0,0.39,0.72,0.0,23.0,15.0,8.0,17.0,3.0,5.0,,,0.0,,,,,,,,,,,,,,,,True,alta,0,Nueve goleador,1.897336329518468
FRA-Ligue 1,2526,Rennes,Kader Meïté,FRA,FW,17.0,2007.0,17.0,6.0,535.0,5.9,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.5,0.34,0.84,0.5,0.84,5.9,3.0,22.0,7.0,31.8,3.7,1.18,0.14,0.43,0.0,0.0,31.0,17.5,6,52.0,0,11,20.0,2,1.59,14.0,5.0,9.0,1.51,1.51,0.0,12.0,4.0,8.0,3.0,1.0,2.0,,,0.0,,,,,,,,,,,,,,,,False,baja,0,Nueve goleador,3.2843175315135738
FRA-Ligue 1,2526,Rennes,Ludovic Blas,FRA,"MF,FW",27.0,1997.0,32.0,15.0,1546.0,17.2,5.0,4.0,9.0,3.0,2.0,2.0,1.0,0.0,0.29,0.23,0.52,0.17,0.41,17.2,5.0,47.0,14.0,29.8,2.74,0.82,0.11,0.36,2.0,2.0,48.0,50.5,15,77.0,2,17,23.0,1,1.78,27.0,30.0,-3.0,-0.17,-0.89,0.0,24.0,27.0,5.0,93.0,15.0,10.0,,,0.0,,,,,,,,,,,,,,,,True,alta,4,Extremo regateador,1.9340193435149926
FRA-Ligue 1,2526,Rennes,Musa Al-Taamari,JOR,"MF,FW",28.0,1997.0,33.0,25.0,2212.0,24.6,6.0,6.0,12.0,6.0,0.0,0.0,4.0,0.0,0.24,0.24,0.49,0.24,0.49,24.6,6.0,64.0,23.0,35.9,2.6,0.94,0.09,0.26,0.0,0.0,67.0,72.3,25,79.0,4,8,31.0,0,1.79,45.0,32.0,13.0,0.53,0.95,0.0,16.0,27.0,26.0,86.0,11.0,16.0,,,0.0,,,,,,,,,,,,,,,,True,alta,2,Extremo centrador,2.5870865052744416
FRA-Ligue 1,2526,Strasbourg,Félix Lemaréchal,FRA,"MF,FW",21.0,2003.0,11.0,7.0,555.0,6.2,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.32,0.32,0.0,0.32,6.2,0.0,10.0,2.0,20.0,1.62,0.32,0.0,0.0,0.0,0.0,50.0,18.1,7,68.0,1,4,20.0,1,1.73,10.0,6.0,4.0,0.65,0.4,0.0,9.0,6.0,0.0,15.0,3.0,6.0,,,0.0,,,,,,,,,,,,,,,,False,baja,3,Extremo de presión,2.9937961387363887
