,media global,cluster 0,cluster 1,cluster 2
Int/90,1.0770034638784105,0.9885202735410705,1.3120803041593916,0.9251008225145291
TklW/90,1.0849040613298757,0.8079016449740809,1.1633212233278647,1.2668691707063342
Fls/90,1.0854602073198052,0.7724339279651574,1.3604764801355511,1.1046886370974285
Fld/90,0.7935927118827393,0.515971667863656,0.809577479266055,1.038571725877362
CrdY/90,0.20901212010231598,0.12960076442358978,0.30139433959435974,0.19127657494827488
Crs/90,1.419980658167959,0.4461925903699847,0.7369196087327743,3.01840249133324
Ast/90,0.05601360544217687,0.028212765957446807,0.02184,0.11632
Sh/90,0.5998639455782313,0.4748085106382979,0.5592,0.7580800000000001
